"MOSCHOVAKIS","MATH 114C","Crs Readers Recursion And Computation","Moschovakis","https://coverimages.verbacompete.com/no_image.jpg","9789891809763","160673"
"CHETVERIKOV","ECON 41","Brief Course In Math Stats (Custom) W/Study Skills Access","Tanis","https://coverimages.verbacompete.com/no_image.jpg","9781256381860","162878"
"CHETVERIKOV","ECON 41","Brief Course In Math Stats (Custom) W/Study Skills Access","Tanis","https://coverimages.verbacompete.com/no_image.jpg","9781256381860","162879"
"DORIO","EDUC 187","Global Perspectives","Kelleher","https://coverimages.verbacompete.com/7d28f596-1905-5e43-81e3-9a82358ef145.jpg","9780205779055","162891"
"DORIO","EDUC 187","Penguin State Of The World Atlas","Smith","https://coverimages.verbacompete.com/3cd07cc5-87e5-5241-acc9-5999cd132fed.jpg","9780143122654","162891"
"NOGUERA","EDUC 187","Disrupting School - To - Prison Pipeline","Bahena","https://coverimages.verbacompete.com/32d827fc-3ee6-50df-8a63-79d03f7d191e.jpg","9780916690540","162892"
"BANG","EDUC 196D","Power Of Our Words","Denton","https://coverimages.verbacompete.com/5346565f-15d5-52b8-9bef-3c2b5d4b0d0c.jpg","9781892989598","162899"
"MORAN","EDUC 196D","Between The World & Me","Coates","https://coverimages.verbacompete.com/d2833d1c-45f7-5304-b886-fefc00b1e22e.jpg","9780812993547","162900"
"ANDERSON","EDUC 222C","Coding Manual For Qualitative Researchers","Saldana","https://coverimages.verbacompete.com/a89303a1-28c7-5090-b51e-291986a3df28.jpg","9781473902497","162902"
"ANDERSON","EDUC 222C","Qualitative Data Analysis","Bazeley","https://coverimages.verbacompete.com/cc5fc5c6-c8ff-58f6-b5e8-dbcbc41935aa.jpg","9781849203036","162902"
"MARIN","EDUC 222C","Coding Manual For Qualitative Researchers","Saldana","https://coverimages.verbacompete.com/a89303a1-28c7-5090-b51e-291986a3df28.jpg","9781473902497","162903"
"MARIN","EDUC 222C","Qualitative Data Analysis","Bazeley","https://coverimages.verbacompete.com/cc5fc5c6-c8ff-58f6-b5e8-dbcbc41935aa.jpg","9781849203036","162903"
"NOGUERA","EDUC 229","Disrupting School - To - Prison Pipeline","Bahena","https://coverimages.verbacompete.com/32d827fc-3ee6-50df-8a63-79d03f7d191e.jpg","9780916690540","162908"
"MADISON","EDUC 231C","Categorical Data Analysis For Behavioral & Social Sciences","Azen","https://coverimages.verbacompete.com/21c252b8-887c-5674-ba39-52531210061f.jpg","9781848728363","162912"
"DESJARDINS","EDUC 235","Crs Comparative Political Economy Of Education & Skills","Desjardins","https://coverimages.verbacompete.com/no_image.jpg","9789891800548","162913"
"BIEGEL","EDUC 237","Legal Issues In Education","Weiner","https://coverimages.verbacompete.com/9287b68f-8e57-559d-a331-fe8d063f7f79.jpg","9781683281641","162914"
"SOLORZANO","EDUC 253H","Chicano School Failure & Success","Valencia","https://coverimages.verbacompete.com/519c8403-e315-5be2-b676-c74bb6f9479b.jpg","9780415880619","162916"
"SOLORZANO","EDUC 253H","Chicano Students & The Court","Valencia","https://coverimages.verbacompete.com/0d877d9d-00ca-5c67-822e-5778370f212d.jpg","9780814788301","162916"
"SOLORZANO","EDUC 253H","Critical Race Counterstories Along Chicana/Chicano Educ Pipe","Yosso","https://coverimages.verbacompete.com/18a49edd-15c0-5ec3-93ac-aaa76209066e.jpg","9780415951968","162916"
"SOLORZANO","EDUC 253H","Transforming Educational Pathways For Chicana/O Students","Ayers","https://coverimages.verbacompete.com/e3977c8c-2467-5eb9-87e6-1ccf6d9a831f.jpg","9780807757918","162916"
"HARRIS","EDUC 263","Ebony & Ivy","Wilder","https://coverimages.verbacompete.com/b2bf4555-ff5e-5733-9f59-d42b3b0b49fa.jpg","9781608194025","162920"
"BARNES","EDUC 296G","Education & Law","Biegel","https://coverimages.verbacompete.com/65565a43-2f29-5b29-8db1-ba133a01cff4.jpg","9781628101089","162951"
"BARNES","EDUC 296G","Education & Law","Biegel","https://coverimages.verbacompete.com/65565a43-2f29-5b29-8db1-ba133a01cff4.jpg","9781628101089","162952"
"BARNES","EDUC 296H","Education & Law","Biegel","https://coverimages.verbacompete.com/65565a43-2f29-5b29-8db1-ba133a01cff4.jpg","9781628101089","162953"
"BARNES","EDUC 296H","Education & Law","Biegel","https://coverimages.verbacompete.com/65565a43-2f29-5b29-8db1-ba133a01cff4.jpg","9781628101089","162954"
"KERSEY","EDUC 405C","Crs Education 405c Course Reader","Kersey/Mcmullin","https://coverimages.verbacompete.com/no_image.jpg","9789891800500","162985"
"KERSEY","EDUC 405C","Crs Education 405c Course Reader","Kersey/Mcmullin","https://coverimages.verbacompete.com/no_image.jpg","9789891800500","162986"
"BIEGEL","EDUC 442B","Education & Law","Biegel","https://coverimages.verbacompete.com/65565a43-2f29-5b29-8db1-ba133a01cff4.jpg","9781628101089","162998"
"STRAUS","EDUC 456","Coherence","Fullan","https://coverimages.verbacompete.com/c1db13ad-565f-59dd-baf0-935569f44ea5.jpg","9781483364957","163001"
"STRAUS","EDUC 456","Reframing Organizations","Bolman","https://coverimages.verbacompete.com/faea195a-a1f8-5b4a-9637-9b86b9a40b40.jpg","9781118573334","163001"
"TORRES","EDUC M253A","Reading Freire & Habermas","Morrow","https://coverimages.verbacompete.com/b1c0141a-7b8f-5213-b132-3ac007b2f97a.jpg","9780807742037","163049"
"GORLITSKY","EEBIOL 100","Animal Behavior","Alcock","https://coverimages.verbacompete.com/1f193ee2-2a2b-5407-a028-1903049a5787.jpg","9780878939664","163050"
"GORLITSKY","EEBIOL 100","Elements Of Ecology","Smith","https://coverimages.verbacompete.com/9093faca-bc6b-5623-9ea9-634e0bc9f93d.jpg","9780321934185","163050"
"GORLITSKY","EEBIOL 100","Elements Of Ecology (Loose-Leaf)","Smith","https://coverimages.verbacompete.com/44d91deb-d5e1-5940-b8c5-7bf9387795a4.jpg","9780321994912","163050"
"ZAPATA HOYOS","EEBIOL 103","Plant Systematics","Simpson","https://coverimages.verbacompete.com/bbadc923-de9a-5220-ad29-fef0312f0568.jpg","9780123743800","163052"
"ELLINGSON","EEBIOL 120","Evolution ","Zimmer","https://coverimages.verbacompete.com/ed033767-80fb-5c74-9583-422a198490ab.jpg","9781936221554","163054"
"ELLINGSON","EEBIOL 120","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","163054"
"ELLINGSON","EEBIOL 120","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","163054"
"BRUNK","EEBIOL 121","Fundamentals Molecular Evolution","Graur","https://coverimages.verbacompete.com/87b31842-2bd9-5394-9300-a05585947bf9.jpg","9780878932665","163055"
"BUTH","EEBIOL 130","Biological Systematics","Schuh","https://coverimages.verbacompete.com/c871a459-8fde-59aa-9622-da687cfdec84.jpg","9780801447990","163060"
"BUTH","EEBIOL 130","Crs Biological Nomenclature","Buth","https://coverimages.verbacompete.com/no_image.jpg","9789891807295","163060"
"GOWATY","EEBIOL 17","Our Inner Ape","Dewaal","https://coverimages.verbacompete.com/5d30bea3-d45b-5996-bb71-e96e9c611b4a.jpg","9781594481963","163067"
"GOWATY","EEBIOL 17","Summer For The Gods","Larson","https://coverimages.verbacompete.com/90a98fe5-0939-5d8a-ace8-c33bb8c883db.jpg","9780465075102","163067"
"GOWATY","EEBIOL 17","Your Inner Fish (W/Nw Aftwrd)","Shubin","https://coverimages.verbacompete.com/d1c35ad4-e790-5e74-95bf-39be82324bc0.jpg","9780307277459","163067"
"NATTERSON","EEBIOL 186","Story Of The Human Body","Lieberman","https://coverimages.verbacompete.com/0284fcdb-91ba-5f02-aa9e-e9f0a347db48.jpg","9780307741806","163069"
"NATTERSON","EEBIOL 186","Zoobiquity ","Natterson Hor","https://coverimages.verbacompete.com/06096cac-d876-5ace-a011-87b65fabcf2d.jpg","9780307477439","163069"
"GORDON","EEBIOL 25","Marine Biology","Castro","https://coverimages.verbacompete.com/8c2fa2f7-2382-53c4-b112-cf818b0e5c74.jpg","9780078023064","163133"
"TREUDE","EEBIOL M139","Chemical Oceanography & The Marine Carbon Cycle","Emerson","https://coverimages.verbacompete.com/e06bfcc4-bb20-53de-9a89-721be74196c7.jpg","9780521833134","163204"
"COLLINS","EHS C240","Casarett & Doulls Toxicology","Klaassen","https://coverimages.verbacompete.com/2de68948-ce84-5d8b-9aec-9c83df482f0c.jpg","9780071769235","163216"
"SUFFET","EHS C264","Environmental Organic Chemistry","Schwarzenbach","https://coverimages.verbacompete.com/531a8111-62e7-5adb-8d67-ff7549751a9c.jpg","9781118767238","163218"
"HEYRAT","ELENGR 100","Elec Engineering W/ Mastering Engr & Access Crd","Hambley","https://coverimages.verbacompete.com/d03047e5-866f-51d3-893d-79be9c6e2b0e.jpg","9780134712871","163220"
"HEYRAT","ELENGR 100","Elec Engineering W/ Mastering Engr Access","Hambley","https://coverimages.verbacompete.com/717357d3-7b77-53e0-90f0-1d5ce44b79d3.jpg","9780134702193","163220"
"PAMARTI","ELENGR 10H","Network Analysis (Uc Reprint)","Van Valkenburg","https://coverimages.verbacompete.com/17ddd76a-1632-5706-a273-c8d7e050787b.jpg","9780136110958","163222"
"MOLOUDI","ELENGR 110","Network Analysis (Uc Reprint)","Van Valkenburg","https://coverimages.verbacompete.com/17ddd76a-1632-5706-a273-c8d7e050787b.jpg","9780136110958","163223"
"DANESHRAD","ELENGR 113","Crs Discrete-Time Processing And Filtering","Daneshrad","https://coverimages.verbacompete.com/no_image.jpg","9789891807073","163233"
"PAMARTI","ELENGR 115A","Fundamentals Microelectronics (Custom Spiral Ed)","Razavi","https://coverimages.verbacompete.com/no_image.jpg","9781118750735","163235"
"PAN","ELENGR 128","Fund Of Nanoelectronics","Hanson","https://coverimages.verbacompete.com/3a8d1aad-d278-51f0-b39a-6d4489f571ff.jpg","9780131957084","163245"
"DOLECEK","ELENGR 132A","Communications Systems Engineering","Proakis","https://coverimages.verbacompete.com/c5bd2d04-c4f3-5d2e-88ed-547a682e4cd0.jpg","9780130617934","163246"
"COOGAN","ELENGR 141","Feedback Control Of Dynamic Systems","Franklin","https://coverimages.verbacompete.com/da253b53-9995-565a-b4cc-a869209cf77d.jpg","9780133496598","163248"
"WANG","ELENGR 162A","Antenna Theory & Design","Stutzman","https://coverimages.verbacompete.com/52304ef7-6ffd-5cbb-bb54-9e9f3fa29cd0.jpg","9780470576649","163249"
"WILLIAMS","ELENGR 170C","Photodetectors ","Donati","https://coverimages.verbacompete.com/a234f644-0b2f-5bb6-9a43-ab25e5c8beff.jpg","9780130203373","163252"
"KAISER","ELENGR 180DB","Principles Embedded Networked Systems Design","Pottie","https://coverimages.verbacompete.com/8779c464-b78d-5383-9758-00638d5ce276.jpg","9780521095235","163256"
"WONG","ELENGR 2","Semiconductor Physics & Devices","Neamen","https://coverimages.verbacompete.com/6bef9445-2a19-59bf-bab6-7439aa3eb916.jpg","9780073529585","163258"
"HE","ELENGR 201C","Advanced Model Order Reduction Techniques For Vlsi","Tan","https://coverimages.verbacompete.com/da98c5db-0d90-5773-b87b-cbc56ab9143a.jpg","9781107411548","163259"
"ALWAN","ELENGR 214B","Fundamentals Of Speech Recognition","Rabiner","https://coverimages.verbacompete.com/90ad601b-3fa0-50d4-a385-f53de7c51bff.jpg","9780130151575","163263"
"DARABI","ELENGR 215D","Analog Integrated Circuit Design","Carusone","https://coverimages.verbacompete.com/209f8a24-1c0c-58bf-a966-8475756f63f4.jpg","9780470770108","163266"
"DARABI","ELENGR 215D","Analog Mos Integrated Circuits For Signal Processing","Gregorian","https://coverimages.verbacompete.com/59c78707-2943-5e6c-aa5e-c32a806f3540.jpg","9780471097976","163266"
"DARABI","ELENGR 215D","Princ Data Conversion System Design","Razavi","https://coverimages.verbacompete.com/4dd1e982-d966-5a0c-a73d-7b5788e0d9a1.jpg","9780780310933","163266"
"LAGHUMAVARAPU","ELENGR 225","Physics Of Low-Dimensional Semiconductors","Davies","https://coverimages.verbacompete.com/4b22055f-2b52-5218-885e-eca1d173b401.jpg","9780521484916","163273"
"WESEL","ELENGR 231E","Algebraic Codes For Data Transmission","Blahut","https://coverimages.verbacompete.com/4fcaeaec-1a38-5f26-8aa1-54251b1e20b6.jpg","9780521556590","163276"
"TABUADA","ELENGR 239AS","Exact & Approx Modeling Linear Syst","Markovsky","https://coverimages.verbacompete.com/e7d2e06a-0142-5f26-b48b-df88f9bc28f4.jpg","9780898716030","163282"
"KAO","ELENGR 239AS","Principles Of Neural Science","Kandel","https://coverimages.verbacompete.com/ac67ef53-4487-5cc3-83cd-fd0ce00c166c.jpg","9780071390118","163283"
"IYER","ELENGR 279AS","Esd ","Voldman","https://coverimages.verbacompete.com/1e1bc849-d8d1-5ece-8731-eb555fd571b1.jpg","9781118954461","163287"
"EMAMINEJAD","ELENGR 279AS","Fundamentals Of Biomems & Medical Microdevices","Saliterman","https://coverimages.verbacompete.com/154896a5-af2d-5e10-8f4f-db4b32dd64e4.jpg","9780819459770","163288"
"EMAMINEJAD","ELENGR 279AS","Micro- & Nanoscale Fluid Mechanics","Kirby","https://coverimages.verbacompete.com/5556ad91-7e23-54e8-bba0-ff0faed1c46a.jpg","9781107617209","163288"
"WATSON","ELENGR 295","Crs Sketchbook","Watson","https://coverimages.verbacompete.com/no_image.jpg","9789891800456","163290"
"WATSON","ELENGR 295","Engineering Communication","Irish","https://coverimages.verbacompete.com/6a371bf0-a95b-5e30-9f5d-3efea9743099.jpg","9780195446920","163290"
"TAMIR","ELENGR M116C","Computer Organization & Design","Patterson","https://coverimages.verbacompete.com/bd83d50e-63dc-5d86-a371-50f697326aa1.jpg","9780124077263","163429"
"DZHANIDZE","ELENGR M117","Computer Networks","Tanenbaum","https://coverimages.verbacompete.com/9ab9c76c-ad5e-5538-b69c-dd594240e981.jpg","9780132126953","163436"
"CHIOU","ELENGR M153","Crs Introduction To Microscale And Nanoscale Manufacturing","Chiou","https://coverimages.verbacompete.com/no_image.jpg","9788891797049","163437"
"YANG","ELENGR M16","Digital Design ","Dally","https://coverimages.verbacompete.com/21b92ce6-a943-5b82-b680-76b6304abe3a.jpg","9780521199506","163441"
"VELEZ","ENGCOMP 131B","Successful Writing At Work ","Kolin","https://coverimages.verbacompete.com/d258f13d-9f51-51cb-aa32-db11fdbfae9c.jpg","9781285052564","163446"
"GALVIN","ENGCOMP 131B","Crs Specialized Writing","Galvin","https://coverimages.verbacompete.com/no_image.jpg","9788891790170","163449"
"GALVIN","ENGCOMP 131B","Successful Writing At Work ","Kolin","https://coverimages.verbacompete.com/d258f13d-9f51-51cb-aa32-db11fdbfae9c.jpg","9781285052564","163449"
"DEUEL","ENGCOMP 131C","Crs Medical Narratives","Deuel","https://coverimages.verbacompete.com/no_image.jpg","9788891799944","163450"
"DEUEL","ENGCOMP 131C","When Breath Becomes Air","Kalanithi","https://coverimages.verbacompete.com/11d0e038-de42-55ec-be53-830ca4652d08.jpg","9780812988406","163450"
"LISLE","ENGCOMP 2","Crs Frame Work","Lisle","https://coverimages.verbacompete.com/no_image.jpg","9789891800647","163452"
"LISLE","ENGCOMP 2","Crs Frame Work","Lisle","https://coverimages.verbacompete.com/no_image.jpg","9789891800647","163453"
"HITCHNER","ENGCOMP 2","American Food Writing","Oneill","https://coverimages.verbacompete.com/5626be8a-3a83-5891-99b6-c943dabd22bf.jpg","9781598530414","163454"
"HITCHNER","ENGCOMP 2","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","163454"
"KELLEY","ENGCOMP 2I","Crs Approaches To University Writing For Multilingual Speakers","Kelley","https://coverimages.verbacompete.com/no_image.jpg","9789891809657","163455"
"CREESE","ENGCOMP 3","Crs Screwball Comedy And The 1930's","Creese","https://coverimages.verbacompete.com/no_image.jpg","9789891809251","163456"
"GERRARD","ENGCOMP 3","Crs Rhetoric & Composition","Gerrard","https://coverimages.verbacompete.com/no_image.jpg","9789891809626","163457"
"GUDAS","ENGCOMP 3","American Girls ","Sales","https://coverimages.verbacompete.com/5cdf9c61-71dd-50cb-a21f-6ff28f84899b.jpg","9780804173186","163458"
"GUDAS","ENGCOMP 3","Everyday Writer","Lunsford","https://coverimages.verbacompete.com/4eb697be-9a73-56bb-8a07-c77e988d443e.jpg","9781457600043","163458"
"MAASIK","ENGCOMP 3","Signs Of Life In The Usa","Maasik","https://coverimages.verbacompete.com/f408e3ea-097d-5554-b558-0381f44101e0.jpg","9781457670251","163459"
"MAASIK","ENGCOMP 3","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","163459"
"WOLTER","ENGCOMP 3","Giving Tree","Silverstein","https://coverimages.verbacompete.com/1957fecf-a2f5-5194-b6ff-50753561e55e.jpg","9780060256654","163460"
"WOLTER","ENGCOMP 3","Little Seagull Hndbk","Bullock","https://coverimages.verbacompete.com/9aaae96d-9c02-549d-9466-0bc3948bd3e7.jpg","9780393935806","163460"
"WOLTER","ENGCOMP 3","Signs Of Life In The Usa","Maasik","https://coverimages.verbacompete.com/f408e3ea-097d-5554-b558-0381f44101e0.jpg","9781457670251","163460"
"WOLTER","ENGCOMP 3","Sneetches & Other Stories","Seuss","https://coverimages.verbacompete.com/645675b1-7c02-5573-b533-ad2c83a55731.jpg","9780394800899","163460"
"STEGNER","ENGCOMP 3","Signs Of Life In The Usa","Maasik","https://coverimages.verbacompete.com/f408e3ea-097d-5554-b558-0381f44101e0.jpg","9781457670251","163461"
"STEGNER","ENGCOMP 3","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","163461"
"WATT","ENGCOMP 3","Norton Reader (Shorter Ed) W/2016 Mla Update","Goldthwaite","https://coverimages.verbacompete.com/b2018a7b-f2f9-580c-82cc-f750faa2a8ef.jpg","9780393617412","163462"
"WATT","ENGCOMP 3","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","163462"
"WILSON","ENGCOMP 3","Sel Essays Of John Berger","Berger","https://coverimages.verbacompete.com/0f7d6a3a-b9db-5dd2-b93f-27c69792ef44.jpg","9780375713187","163463"
"WILSON","ENGCOMP 3","To The Wedding","Berger","https://coverimages.verbacompete.com/6be112a3-46cb-5083-9a62-4daf983c681f.jpg","9780679767770","163463"
"WILSON","ENGCOMP 3","Ways Of Seeing","Berger","https://coverimages.verbacompete.com/cbf0039f-5209-5eb2-8def-4357095a4e60.jpg","9780140135152","163463"
"BOYD","ENGCOMP 3","Signs Of Life In The Usa","Maasik","https://coverimages.verbacompete.com/f408e3ea-097d-5554-b558-0381f44101e0.jpg","9781457670251","163464"
"BOYD","ENGCOMP 3","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","163464"
"CAROLAN","ENGCOMP 3","Signs Of Life In The Usa","Maasik","https://coverimages.verbacompete.com/f408e3ea-097d-5554-b558-0381f44101e0.jpg","9781457670251","163465"
"CAROLAN","ENGCOMP 3","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","163465"
"CREESE","ENGCOMP 3","Crs Screwball Comedy And The 1930's","Creese","https://coverimages.verbacompete.com/no_image.jpg","9789891809251","163466"
"STEINBERG","ENGCOMP 3","Rereading America","Colombo","https://coverimages.verbacompete.com/ecf97ccd-0478-52f0-92f1-6a212f765733.jpg","9781457699214","163476"
"STEINBERG","ENGCOMP 3","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","163476"
"STEINBERG","ENGCOMP 3","Rereading America","Colombo","https://coverimages.verbacompete.com/ecf97ccd-0478-52f0-92f1-6a212f765733.jpg","9781457699214","163483"
"STEINBERG","ENGCOMP 3","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","163483"
"POPHAM","ENGCOMP 3","Craft Of Revision","Murray","https://coverimages.verbacompete.com/6031e233-8ed2-5b7d-83ff-f4f1cd79629b.jpg","9780840028853","163484"
"POPHAM","ENGCOMP 3","Crs Read To Write","Popham","https://coverimages.verbacompete.com/no_image.jpg","9789891801071","163484"
"POPHAM","ENGCOMP 3","Easywriter","Lunsford","https://coverimages.verbacompete.com/fba7806a-3067-5ff3-81a1-e5dd7af9430c.jpg","9781319050764","163484"
"POPHAM","ENGCOMP 3","Craft Of Revision","Murray","https://coverimages.verbacompete.com/6031e233-8ed2-5b7d-83ff-f4f1cd79629b.jpg","9780840028853","163485"
"POPHAM","ENGCOMP 3","Crs Read To Write","Popham","https://coverimages.verbacompete.com/no_image.jpg","9789891801071","163485"
"POPHAM","ENGCOMP 3","Easywriter","Lunsford","https://coverimages.verbacompete.com/fba7806a-3067-5ff3-81a1-e5dd7af9430c.jpg","9781319050764","163485"
"WEST","ENGCOMP 3","Its Bigger Than Hip Hop","Asante","https://coverimages.verbacompete.com/636f488a-ebfc-55ac-9fd2-31c8f9b8e5e1.jpg","9780312593025","163486"
"WEST","ENGCOMP 3","They Say I Say (Mla Updated)","Graff","https://coverimages.verbacompete.com/ed6e44a6-20ce-54d3-a39d-002654de7a6e.jpg","9780393617436","163486"
"YI","ENGCOMP 3","Little Seagull Hndbk","Bullock","https://coverimages.verbacompete.com/9aaae96d-9c02-549d-9466-0bc3948bd3e7.jpg","9780393935806","163488"
"YI","ENGCOMP 3","Signs Of Life In The Usa","Maasik","https://coverimages.verbacompete.com/f408e3ea-097d-5554-b558-0381f44101e0.jpg","9781457670251","163488"
"CHICHESTER","ENGCOMP 5W","Crs The Literary Landscape","Chichester","https://coverimages.verbacompete.com/no_image.jpg","9788891799937","163495"
"CHICHESTER","ENGCOMP 5W","Crs The Literary Landscape","Chichester","https://coverimages.verbacompete.com/no_image.jpg","9788891799937","163496"
"KIPEN","ENGCOMP 5W","1984 (Intro Pynchon)","Orwell","https://coverimages.verbacompete.com/3d7b931a-d718-57a1-a7a9-70adb88312cc.jpg","9780452284234","163497"
"KIPEN","ENGCOMP 5W","Animal Farm (W/ New Preface)","Orwell","https://coverimages.verbacompete.com/8ddc79c4-c4fd-51f7-9517-f41127851144.jpg","9780451526342","163497"
"KIPEN","ENGCOMP 5W","Crs The Windowpane And The Kazoo","Kipen","https://coverimages.verbacompete.com/no_image.jpg","9788891790095","163497"
"KIPEN","ENGCOMP 5W","Animal Farm & 1984 (Boxed Set)","Orwell","https://coverimages.verbacompete.com/1587a1ae-f436-5969-9e81-5a6378e7303f.jpg","9780452294462","163497"
"KIPEN","ENGCOMP 5W","1984 (Intro Pynchon)","Orwell","https://coverimages.verbacompete.com/3d7b931a-d718-57a1-a7a9-70adb88312cc.jpg","9780452284234","163498"
"KIPEN","ENGCOMP 5W","Animal Farm (W/ New Preface)","Orwell","https://coverimages.verbacompete.com/8ddc79c4-c4fd-51f7-9517-f41127851144.jpg","9780451526342","163498"
"KIPEN","ENGCOMP 5W","Crs The Windowpane And The Kazoo","Kipen","https://coverimages.verbacompete.com/no_image.jpg","9788891790095","163498"
"KIPEN","ENGCOMP 5W","Animal Farm & 1984 (Boxed Set)","Orwell","https://coverimages.verbacompete.com/1587a1ae-f436-5969-9e81-5a6378e7303f.jpg","9780452294462","163498"
"MEHDIZADEH","ENGCOMP 5W","Harlem Duet","Sears","https://coverimages.verbacompete.com/418e4df9-edfc-50d7-a6fb-9ceccb56b3e4.jpg","9781896239279","163499"
"MEHDIZADEH","ENGCOMP 5W","Orientalism","Said","https://coverimages.verbacompete.com/7d0c5b39-471b-58a3-ac0e-15477ce6b949.jpg","9780394740676","163499"
"MEHDIZADEH","ENGCOMP 5W","Othello Rev Ed (Ed","Shakespeare","https://coverimages.verbacompete.com/c615ea56-e248-52fc-812c-2fadcdedee4e.jpg","9781472571762","163499"
"MEHDIZADEH","ENGCOMP 5W","Turkish Embassy Letters","Montagu","https://coverimages.verbacompete.com/e172eb28-6477-5e95-83d4-037434e61220.jpg","9781853816796","163499"
"JAGER","ENGL 10A","Crs English Literature To 1700","Jager","https://coverimages.verbacompete.com/no_image.jpg","9789891808445","163504"
"JAGER","ENGL 10A","Norton Anth Engl Lit (Vol A & B)","Greenblatt","https://coverimages.verbacompete.com/no_image.jpg","9780393129342","163504"
"JAGER","ENGL 10A","Norton Anth Eng Lit Pkg (Vols A/B/C)","Greenblatt","https://coverimages.verbacompete.com/18fb5883-6539-565b-bcba-ab34b4339178.jpg","9780393913002","163504"
"COHEN","ENGL 10C","Claude Mckay Sel Poems","Mckay","https://coverimages.verbacompete.com/9f57fd9d-5eb1-542e-bac4-c11548619a50.jpg","9780486408767","163505"
"COHEN","ENGL 10C","Goblin Market","Rossetti","https://coverimages.verbacompete.com/de98a0ae-59c1-5848-ac0d-9b32e79896dd.jpg","9780486280554","163505"
"COHEN","ENGL 10C","Great Expectations (Ed Cardwell) (Rev)","Dickens","https://coverimages.verbacompete.com/9d99b19e-f45e-5fa4-88e0-04587ef31e14.jpg","9780199219766","163505"
"COHEN","ENGL 10C","Leaves Of Grass (Orig  1855 Ed)","Whitman","https://coverimages.verbacompete.com/c4e6e9b6-3265-5a51-b479-d93f774844e4.jpg","9780486456768","163505"
"COHEN","ENGL 10C","Remains Of The Day","Ishiguro","https://coverimages.verbacompete.com/7158b9b0-67ee-5267-b54f-0daf58472f61.jpg","9780679731726","163505"
"COHEN","ENGL 10C","Room Of Ones Own (Intro. Gordon)","Woolf","https://coverimages.verbacompete.com/ed12ca03-e36a-5762-ade6-f4d56510b71f.jpg","9780156787338","163505"
"COHEN","ENGL 10C","Selected Poems (Unabridged)","Dickinson","https://coverimages.verbacompete.com/deecbf60-5d3a-5085-9aea-edf2cfff31e2.jpg","9780486264660","163505"
"COHEN","ENGL 10C","Tennyson Selected Poems","Tennyson","https://coverimages.verbacompete.com/c39eee80-17e3-53ae-98c5-264f77684e77.jpg","9780486272825","163505"
"COHEN","ENGL 10C","Things Fall Apart","Achebe","https://coverimages.verbacompete.com/57034b0f-d660-579d-b6af-d927550e0a0e.jpg","9780385474542","163505"
"COHEN","ENGL 10C","Wasteland & Other Poems","Eliot","https://coverimages.verbacompete.com/45b77734-1579-5b6b-8cb0-af490a22f6e0.jpg","9780486400617","163505"
"COHEN","ENGL 10C","Ww I British Poets","Ward","https://coverimages.verbacompete.com/012af93d-d904-5f18-bb74-c9cc33323fc9.jpg","9780486295688","163505"
"STEPHAN","ENGL 110A","Hard Times (Ed Flint)","Dickens","https://coverimages.verbacompete.com/bee9bba4-a687-55fc-8876-87c21e0b8434.jpg","9780141439679","163506"
"STEPHAN","ENGL 110A","Short Guide To Writing About Literature","Barnet","https://coverimages.verbacompete.com/f470afec-4d19-55ae-8ce6-e688a0e22b3e.jpg","9780205118458","163506"
"HEISE","ENGL 115E","2312","Robinson","https://coverimages.verbacompete.com/ba34a3a3-de62-5d2e-8712-5a621d977d3d.jpg","9780316098113","163514"
"HEISE","ENGL 115E","Lagoon","Okorafor","https://coverimages.verbacompete.com/581aac8d-e976-542e-b620-dd756ecdab4e.jpg","9781481440882","163514"
"HEISE","ENGL 115E","Through The Arc Of Rain Forest","Yamashita","https://coverimages.verbacompete.com/7452bc28-7679-5924-9464-d79a2753b5c3.jpg","9780918273826","163514"
