"DOVER","PHILOS 157A","Social Contract & Other Later Pol Wrtgs (Ed Gourevitch)","Rousseau","https://coverimages.verbacompete.com/17a0874a-8099-5656-bbe5-ee161f4cf193.jpg","9780521424462","143283"
"DOVER","PHILOS 157A","Two Treatises Of Government (Ed","Locke","https://coverimages.verbacompete.com/44c15574-70ec-593d-8a51-42ec7c8db6a9.jpg","9780521354486","143283"
"JOHNSON","PHILOS 177B","Fear & Trembling","Kierkegaard","https://coverimages.verbacompete.com/05604d26-f2f8-5570-8b03-e9c17074c5b4.jpg","9780140444490","143285"
"JOHNSON","PHILOS 177B","Radical Hope","Lear","https://coverimages.verbacompete.com/bc4183fe-22fb-54c8-97e8-913db7e9fc10.jpg","9780674027466","143285"
"HSU","PHILOS 185","Philosophical Investigations","Wittgenstein","https://coverimages.verbacompete.com/794cf054-d331-5ff6-87fd-c25dc5bcc918.jpg","9781405159289","143286"
"COPENHAVER","PHILOS 3","Discourse On Method (Tr Cress)","Descartes","https://coverimages.verbacompete.com/e8b40ce1-0db1-5d72-9c83-509b5541f236.jpg","9780872204225","143293"
"COPENHAVER","PHILOS 3","Monologion & Proslogion (Tr Williams)","Anselm","https://coverimages.verbacompete.com/14e5337d-cf3b-5067-8dd8-d5ab8a54a943.jpg","9780872202979","143293"
"COPENHAVER","PHILOS 3","Phaedo (Tr Grube)","Plato","https://coverimages.verbacompete.com/39d62008-149c-5d0e-9f29-c1b5f65e7731.jpg","9780915144181","143293"
"COPENHAVER","PHILOS 3","What Does It All Mean ?","Nagel","https://coverimages.verbacompete.com/97387ac2-75af-5010-8d10-067503f6c9af.jpg","9780195052169","143293"
"COOK","PHILOS 4","Ethics In Practice ","Lafollette","https://coverimages.verbacompete.com/ec6a799e-2905-5270-8db4-4421b3ad175a.jpg","9780470671832","143303"
"COOK","PHILOS 4","Rulebook For Arguments","Weston","https://coverimages.verbacompete.com/b9963e93-519d-596e-8246-728ee7065407.jpg","9780872209541","143303"
"CUMMING","PHILOS C127C","Naming & Necessity","Kripke","https://coverimages.verbacompete.com/376b378f-9bcd-5d0a-b761-e1c7627c0f1b.jpg","9780631128014","143307"
"FRISCIA","PHYSCI 107","Crs Systems Anatomy","Phelps/Friscia","https://coverimages.verbacompete.com/no_image.jpg","9789891809398","143495"
"FRISCIA","PHYSCI 107","Human Anatomy","Marieb","https://coverimages.verbacompete.com/d6bcb145-4620-5a72-9cad-151958c8e613.jpg","9780134243818","143495"
"FRISCIA","PHYSCI 107","Human Anatomy (Loose-Leaf)","Marieb","https://coverimages.verbacompete.com/5bc44966-42d4-52e9-a27f-2c6cb1b780a2.jpg","9780134283395","143495"
"GLANZMAN","PHYSCI 147","Crs Memory","Glanzman","https://coverimages.verbacompete.com/no_image.jpg","9788891799401","143498"
"GLANZMAN","PHYSCI 147","Memory From A To Z","Dudai","https://coverimages.verbacompete.com/cdf27bb3-e59c-5730-aa09-364e7cf89314.jpg","9780198520870","143498"
"FRYE","PHYSCI 165","Eckert Animal Physiology","Randall","https://coverimages.verbacompete.com/5224990f-40d1-528c-890a-85de51d23ca0.jpg","9780716738633","143500"
"GOMEZ-PINILLA","PHYSCI C144","Crs Neural Control Of Physiological Systems","Gomez Pinilla","https://coverimages.verbacompete.com/no_image.jpg","9789891800852","143579"
"GOMEZ-PINILLA","PHYSCI C244","Crs Neural Control Of Physiological Systems","Gomez Pinilla","https://coverimages.verbacompete.com/no_image.jpg","9789891800852","143580"
"PIRI","PHYSCI M180A","Cellular Physiology Of Nerve & Muscle","Matthews","https://coverimages.verbacompete.com/829ad92d-7f6c-51d4-9bdf-bb9b0ee34fb5.jpg","9781405103305","143584"
"PIRI","PHYSCI M180A","Neuroscience (Loose-Leaf)","Purves","https://coverimages.verbacompete.com/b4b25c8c-5e71-572b-b25b-913d6486871e.jpg","9780878936465","143584"
"PIRI","PHYSCI M180A","Neuroscience","Purves","https://coverimages.verbacompete.com/70bab110-590b-5666-8844-fb570da44335.jpg","9780878936953","143584"
"STOLL","PLCY 10A","Practical Guide For Policy Analysis","Bardach","https://coverimages.verbacompete.com/d9057a2b-f262-5a8c-b41c-e949b733a236.jpg","9781483359465","143586"
"STOLL","PLCY 10A","Public Policy","Cochran","https://coverimages.verbacompete.com/2af4061e-51b1-5d94-8c69-4bc4e0d52299.jpg","9781626370753","143586"
"KAUFMANN","PLCY 191A","American Apartheid","Massey","https://coverimages.verbacompete.com/3f5633d2-5dd3-57c3-ab46-02219797dba8.jpg","9780674018211","143587"
"KAUFMANN","PLCY 191A","When Work Disappears","Wilson","https://coverimages.verbacompete.com/8ae4aa26-6439-5da7-9c0f-71032f593392.jpg","9780679724179","143587"
"AKEE","PLCY 201","Microeconomics","Goolsbee","https://coverimages.verbacompete.com/72eaea0c-5661-5b6c-a658-18f18f841d79.jpg","9781464187025","143588"
"AKEE","PLCY 201","Microeconomics (Looseleaf)","Goolsbee","https://coverimages.verbacompete.com/7d6d38d5-3c12-56f7-aa4a-ff879d195756.jpg","9781464189104","143588"
"STEINERT-THRELKELD","PLCY 203","Introductory Econometrics","Wooldridge","https://coverimages.verbacompete.com/8899877f-0d98-5206-8d12-4059fc75fc40.jpg","9781111531041","143589"
"STEINERT-THRELKELD","PLCY 203","Stats ","Deveaux","https://coverimages.verbacompete.com/6fed14c4-276e-5191-bfc5-9871a1ae13ab.jpg","9780321986498","143589"
"PANOFSKY","PLCY 290","Coming Of Age In The Other America","Deluca","https://coverimages.verbacompete.com/c2169fce-6df5-58f7-948f-34c408fb7bd5.jpg","9780871544650","143594"
"PANOFSKY","PLCY 290","Enigma Of Diversity","Berrey","https://coverimages.verbacompete.com/baa83ac8-97f4-55e9-b69b-edf7bf387390.jpg","9780226246239","143594"
"PANOFSKY","PLCY 290","Learning From Strangers","Weiss","https://coverimages.verbacompete.com/be9f3135-1ad6-598b-a3dc-3d1ed2d108c5.jpg","9780684823126","143594"
"DE SHAZO","PLCY 298A","Practical Guide For Policy Analysis","Bardach","https://coverimages.verbacompete.com/d9057a2b-f262-5a8c-b41c-e949b733a236.jpg","9781483359465","143596"
"PARENT","PLCY M228","Crs Leadership","Parent","https://coverimages.verbacompete.com/no_image.jpg","9788891794550","143613"
"WONG","PSYCH 10","Psychology In Modules (Loose-Leaf)","Myers","https://coverimages.verbacompete.com/no_image.jpg","9781319120344","143824"
"WONG","PSYCH 10","Psychology In Modules","Myers","https://coverimages.verbacompete.com/0833d53f-eb04-5ad6-93c5-8bc4ef057e83.jpg","9781464167522","143824"
"JAFFE","PSYCH 100A","Comprehending Behavioral Statistics W/ Access Code","Hurlburt","https://coverimages.verbacompete.com/no_image.jpg","9781465201782","143826"
"FIRSTENBERG","PSYCH 100B","Crs Workbook For Research Methods","Bjork","https://coverimages.verbacompete.com/no_image.jpg","9789891808940","143827"
"FIRSTENBERG","PSYCH 100B","Methods In Behavioral Research","Cozby","https://coverimages.verbacompete.com/74798c72-3ee8-5f3f-a991-1a93833f11e1.jpg","9780077861896","143827"
"FIRSTENBERG","PSYCH 100B","Methods In Behavioral Research (Loose-Leaf)","Cozby","https://coverimages.verbacompete.com/edbb5f27-b467-56fd-9904-b0db22683a3f.jpg","9781259182433","143827"
"FIRSTENBERG","PSYCH 100B","Publication Manual Apa","Apa","https://coverimages.verbacompete.com/f7ea6cd7-460d-5876-8f0b-70a59d984da7.jpg","9781433805615","143827"
"MCAULIFFE","PSYCH 101","Crs General Psychology Laboratory","Mcauliffe","https://coverimages.verbacompete.com/no_image.jpg","9788891795960","143844"
"MINOR","PSYCH 110","Principles Learning & Behavior","Domjan","https://coverimages.verbacompete.com/463aeb6e-545b-5b30-bda9-31a9ee1f44d5.jpg","9781285088563","143847"
"SCHEIN","PSYCH 115","Biological Psychology (Loose-Leaf)","Breedlove","https://coverimages.verbacompete.com/no_image.jpg","9781605351704","143858"
"SCHEIN","PSYCH 115","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","143858"
"SCHEIN","PSYCH 115","Biological Psychology","Breedlove","https://coverimages.verbacompete.com/5a898d70-2252-566b-a6eb-3e277391bc00.jpg","9780878939275","143858"
"SCHEIN","PSYCH 115","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","143858"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","143869"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","143871"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","143873"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","143875"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","143877"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","143879"
"BLAISDELL","PSYCH 118","Comparative Psychology","Papini","https://coverimages.verbacompete.com/490646d5-15ba-5086-88b7-2b0360a3f722.jpg","9781841694603","143881"
"ERLIKHMAN","PSYCH 120A","Cognition (Loose-Leaf) W/ Zaps 2.0 Access Crd","Reisberg","https://coverimages.verbacompete.com/no_image.jpg","9780393293173","143884"
"ERLIKHMAN","PSYCH 120A","Cognition ","Reisberg","https://coverimages.verbacompete.com/e552def1-19ee-5088-8c03-f5d78f1d23c0.jpg","9780393293289","143884"
"ERLIKHMAN","PSYCH 120A","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","143884"
"RAY","PSYCH 127B","Abnormal Psychology W/ Dsm-V Update","Kring","https://coverimages.verbacompete.com/285cbeb8-8789-5d0a-bb18-f1a3bf1fa594.jpg","9781118640883","143903"
"RAY","PSYCH 127B","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","143903"
"KARLSGODT","PSYCH 127B","Essentials Of Abnormal Psychology","Durand","https://coverimages.verbacompete.com/abf65a4b-8ec8-5691-8a78-7f8094919c25.jpg","9781305094147","143904"
"KARLSGODT","PSYCH 127B","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","143904"
"SILVERS","PSYCH 130","Child Development","Berk","https://coverimages.verbacompete.com/b69d762b-81ea-5c35-b731-662ce5afcb70.jpg","9780205149766","143905"
"ADELMAN","PSYCH 132B","Mental Health In Schools","Adelman","https://coverimages.verbacompete.com/e0fb7b0e-d2d9-5d3e-8753-d8147bf01043.jpg","9781412975384","143918"
"SANDHOFER","PSYCH 133B","Childrens Thinking","Siegler","https://coverimages.verbacompete.com/6aad41fc-7a9e-5f95-8dad-db9d78b17c84.jpg","9780131113848","143919"
"ANKOWSKI","PSYCH 133C","Language Development","Hoff","https://coverimages.verbacompete.com/675dd5ee-af8e-5830-b70d-26bfa6e23331.jpg","9781133939092","143920"
"GIVVIN","PSYCH 133F","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","143921"
"SHAPIRO","PSYCH 135","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","143923"
"SHAPIRO","PSYCH 135","Social Psychology (Loose-Leaf)","Kenrick","https://coverimages.verbacompete.com/534ebd8e-c1d2-5c58-b1c0-576eecf95bea.jpg","9780133810349","143923"
"SHAPIRO","PSYCH 135","Social Psychology","Kenrick","https://coverimages.verbacompete.com/c9cfdb41-1872-5a05-b2d1-a77a19fb9462.jpg","9780133810189","143923"
"BRANNON","PSYCH 136A","Conducting Research Psychology (Cengage Advantage)","Pelham","https://coverimages.verbacompete.com/105c34e0-c93c-50ea-a42c-61bdd0df9fb0.jpg","9781133588054","143936"
"SMURDA","PSYCH 136A","Conducting Research Psychology (Cengage Advantage)","Pelham","https://coverimages.verbacompete.com/105c34e0-c93c-50ea-a42c-61bdd0df9fb0.jpg","9781133588054","143937"
"WONG","PSYCH 15","Biopsychology (Loose-Leaf)","Pinel","https://coverimages.verbacompete.com/83661b66-8a13-51be-91cb-733a8ae08c7c.jpg","9780205979769","143938"
"WONG","PSYCH 15","Biopsychology","Pinel","https://coverimages.verbacompete.com/aacef619-3f18-571e-b87a-c3013caaf4bd.jpg","9780205915576","143938"
"GUARDINO","PSYCH 150","Health Psychology","Taylor","https://coverimages.verbacompete.com/306afb3c-401c-5352-98be-24e21b84f4d6.jpg","9780077861810","143939"
"GUARDINO","PSYCH 150","Health Psychology (Loose-Leaf)","Taylor","https://coverimages.verbacompete.com/5e72e963-eb4c-50d4-a5df-80e05325c5d3.jpg","9781259359408","143939"
"GALVAN","PSYCH 164","Crs Puberty And Sleep","Galvan","https://coverimages.verbacompete.com/no_image.jpg","9788891791177","143941"
"LU","PSYCH 186A","Computing The Mind ","Edelman","https://coverimages.verbacompete.com/a50862ff-fba4-5481-805d-ada78435278c.jpg","9780195320671","143942"
"PARKINSON","PSYCH 188B","Students Guide To Social Neuroscience","Ward","https://coverimages.verbacompete.com/2be3860b-3154-56d3-a75a-f782fc76724c.jpg","9781848720053","143944"
"MAOZ","PSYCH 20","Matlab For Behavioral Scientists","Rosenbaum","https://coverimages.verbacompete.com/a2456275-c35e-5c9c-806d-4cb75f74dbd4.jpg","9780415535946","143950"
"REISE","PSYCH 250A","Statistical Methods For Psychology","Howell","https://coverimages.verbacompete.com/2d1fcb43-862b-5b62-a00e-6207e9b948f3.jpg","9781111835484","143961"
"REISE","PSYCH 250A","Conceptual Gt Statistics Using Spss","Berkman","https://coverimages.verbacompete.com/5d5c7f47-3ed3-509b-8d3f-a17013efdb8a.jpg","9781412974066","143961"
"YEE-BRADBURY","PSYCH 271D","First Interview","Morrison","https://coverimages.verbacompete.com/879068ff-239b-507a-8551-49b65411463f.jpg","9781462515554","143968"
"YEE-BRADBURY","PSYCH 271D","Diagnostic & Statistical Manual Mental Disorders Dsm-5","Am.Psychia.","https://coverimages.verbacompete.com/ec2e3b2c-df4d-5f2c-95a0-97303d133a75.jpg","9780890425558","143968"
"TUOHY","PSYCH 273A","Ethics In Psychotherapy & Counseling","Pope","https://coverimages.verbacompete.com/5b160d64-6a79-5d87-ad4f-fe6a3fcc1119.jpg","9781119195443","143969"
"KELLMAN","PSYCH 85","Found Cognitive Psychology","Levitin","https://coverimages.verbacompete.com/20345991-1a14-51f8-911d-285c0f63fc6b.jpg","9780205711475","143972"
"PIRI","PSYCH M117A","Cellular Physiology Of Nerve & Muscle","Matthews","https://coverimages.verbacompete.com/829ad92d-7f6c-51d4-9bdf-bb9b0ee34fb5.jpg","9781405103305","143977"
"PIRI","PSYCH M117A","Neuroscience (Loose-Leaf)","Purves","https://coverimages.verbacompete.com/b4b25c8c-5e71-572b-b25b-913d6486871e.jpg","9780878936465","143977"
"PIRI","PSYCH M117A","Neuroscience","Purves","https://coverimages.verbacompete.com/70bab110-590b-5666-8844-fb570da44335.jpg","9780878936953","143977"
"SEARS","PSYCH M138","New Directions In Public Opinion","Berinsky","https://coverimages.verbacompete.com/c9728d15-3c88-5897-bc29-5407dff39a5c.jpg","9781138774667","143988"
"SEARS","PSYCH M138","Obamas Race","Tesler","https://coverimages.verbacompete.com/31fd0617-d091-5c20-ae19-128ff1d96d9c.jpg","9780226793832","143988"
"SEARS","PSYCH M138","Political Psychology","Houghton","https://coverimages.verbacompete.com/e1fcb045-5932-5f2a-915c-8a2bc36d86e6.jpg","9780415833820","143988"
"HILL","PSYCH M140","Aging","Moody","https://coverimages.verbacompete.com/d9103254-d824-593b-b2d7-7705f39daa7b.jpg","9781452275888","143989"
"SCHOPEN","SASIAN CM160","Bones Stones & Buddhist Monks","Schopen","https://coverimages.verbacompete.com/817fe110-2833-575d-98df-36079fe39d77.jpg","9780824818708","144036"
"SCHOPEN","SASIAN CM160","Buddhist Thought (Rev)","Williams","https://coverimages.verbacompete.com/9277d889-65f3-5c6e-9ae6-014042f7da73.jpg","9780415571791","144036"
"SCHOPEN","SASIAN CM160","Sayings Of Buddha (Tr Nikayas) (Critical Ed)","Gethin","https://coverimages.verbacompete.com/856a5104-971c-5234-a694-2cfa112fbc6c.jpg","9780192839251","144036"
"SCHOPEN","SASIAN M60","Bhagavad Gita (Tr Miller)","Bhagavad Gita","https://coverimages.verbacompete.com/4f9e23aa-d7b8-5708-80eb-e1e6d8d45222.jpg","9780553213652","144037"
"SCHOPEN","SASIAN M60","Darsan","Eck","https://coverimages.verbacompete.com/47bfde07-e1e1-5b65-bdcf-83147dc27f8c.jpg","9780231112659","144037"
"SCHOPEN","SASIAN M60","Hinduism ","Kinsley","https://coverimages.verbacompete.com/0b0bcef0-aeaf-53bf-839f-c94aa6542113.jpg","9780133957327","144037"
"SCHOPEN","SASIAN M60","Law Code Of Manu","Olivelle","https://coverimages.verbacompete.com/d7d90066-e9ba-506c-a082-adea8ea893ad.jpg","9780199555338","144037"
"SCHOPEN","SASIAN M60","Origins & Development Of Classical Hinduism (Ed Zysk)","Basham","https://coverimages.verbacompete.com/dd29c2f9-af68-5849-a120-f6c3f232a303.jpg","9780195073492","144037"
"SCHOPEN","SASIAN M60","Rig Veda (Ed Doniger)","Anonymous","https://coverimages.verbacompete.com/bf81124c-d3b2-5fe2-9519-3542a5c4111d.jpg","9780140449891","144037"
"STAFF","SCAND 1","Rivstart A1+ A2 Textbok","Scherrer","https://coverimages.verbacompete.com/no_image.jpg","9789127434202","144038"
"STAFF","SCAND 1","Rivstart A1+A2 Vningsbok (Workbook)","Scherrer","https://coverimages.verbacompete.com/no_image.jpg","9789127434219","144038"
"STAFF","SCAND 1","Prismas Swedish - Engl & Engl - Swedish Dict Abridged","Prisma","https://coverimages.verbacompete.com/4931089f-b6bd-5296-a178-f0ed3d14a1e8.jpg","9780816627349","144038"
"BALL","SCAND 138","Viking Age","Somerville","https://coverimages.verbacompete.com/4ff08c8d-2d24-5223-86f8-94f6d461056c.jpg","9781442608672","144043"
"BALL","SCAND 138","Penguin Hist Atlas Of Vikings","Haywood","https://coverimages.verbacompete.com/9e23bf54-6d47-52ad-94c1-e70b5d495de0.jpg","9780140513288","144043"
"WEN","SCAND 141C","Anecdotes Of Destiny & Ehrengard","Dinesen","https://coverimages.verbacompete.com/578da6e2-4180-51c5-b785-45b3d875b5b7.jpg","9780679743330","144044"
"WEN","SCAND 141C","Complete Fairy Tales & Stories Hans Christian Andersen (Tr Haugaard)","Andersen","https://coverimages.verbacompete.com/98c32984-ca45-536c-831b-7860a911c6bf.jpg","9780385189514","144044"
"WEN","SCAND 141C","Danish Folk Tales (Wits Ii #5)","Winther","https://coverimages.verbacompete.com/no_image.jpg","9788918447841","144044"
"WEN","SCAND 141C","Shadow & Other Tales (Ed Ingwersen) (Wits Ii #1)","Andersen","https://coverimages.verbacompete.com/no_image.jpg","9788918447834","144044"
"WEN","SCAND 141C","Winters Tales","Dinesen","https://coverimages.verbacompete.com/88cae5ee-6535-5b79-95c4-6f57e586d01a.jpg","9780679743347","144044"
"SHIDELER","SCAND 143A","Detective Inspector Huss","Tursten","https://coverimages.verbacompete.com/b4b62404-c593-51a7-bb31-af0bc93b27aa.jpg","9781616951115","144045"
"SHIDELER","SCAND 143A","Faceless Killers","Sjowall","https://coverimages.verbacompete.com/3ee09917-ac14-5016-86ed-5ec761f7a982.jpg","9780307742858","144045"
"SHIDELER","SCAND 143A","Girl With The Dragon Tattoo","Larsson","https://coverimages.verbacompete.com/a2eb51a4-f5f5-5bde-80e1-a9fbdfe5a7e8.jpg","9780307949486","144045"
"SHIDELER","SCAND 143A","He Who Fears The Wolf","Fossum","https://coverimages.verbacompete.com/8d6afb67-2a10-52b1-862f-667b10efba82.jpg","9780156030496","144045"
"SHIDELER","SCAND 143A","Laughing Policeman","Sjowall","https://coverimages.verbacompete.com/a049cf81-1cfc-5a65-8d3b-1073b7bbd741.jpg","9780307390509","144045"
"SHIDELER","SCAND 143A","Red Wolf ","Marklund","https://coverimages.verbacompete.com/fe1b9aa6-cef9-56eb-803d-4b6e7897da70.jpg","9781451602074","144045"
"WEN","SCAND 143C","Complete & Essential Jack The Ripper","Begg","https://coverimages.verbacompete.com/9a08458b-ba8e-57cc-b01e-261dc7e07184.jpg","9780718178246","144046"
"WEN","SCAND 143C","Death In The Clouds","Christie","https://coverimages.verbacompete.com/9e42ac34-c208-5c4f-a96f-c8aa3733c70e.jpg","9780062073747","144046"
"WEN","SCAND 143C","Faceless Killers ","Mankell","https://coverimages.verbacompete.com/1471976c-d70d-57dc-93d9-cea3f3e0690c.jpg","9781400031573","144046"
"WEN","SCAND 143C","Girl With The Dragon Tattoo","Larsson","https://coverimages.verbacompete.com/a2eb51a4-f5f5-5bde-80e1-a9fbdfe5a7e8.jpg","9780307949486","144046"
"WEN","SCAND 143C","In Cold Blood","Capote","https://coverimages.verbacompete.com/87ef2dbc-1d5d-524c-a646-5c12d7a3eddb.jpg","9780679745587","144046"
"WEN","SCAND 143C","Jar City","Indridason","https://coverimages.verbacompete.com/e51a3aae-94d3-50c6-b7bb-1a63a906d9ab.jpg","9780312426385","144046"
"WEN","SCAND 143C","Locked Room (Intro Connelly)","Sjowall","https://coverimages.verbacompete.com/b1af2314-d410-5e31-8f57-7ca040f145d6.jpg","9780307390493","144046"
"WEN","SCAND 143C","One Of Us (Tr Death)","Seierstad","https://coverimages.verbacompete.com/4c277e14-0fe7-52a8-9f23-4260dd8505d2.jpg","9780374536091","144046"
"WEN","SCAND 143C","Wisconsin Death Trip","Lesy","https://coverimages.verbacompete.com/4e6f1262-36e5-5e8f-86ea-be84fc184121.jpg","9780826321930","144046"
"LUNDE","SCAND 155","Crs The Modern Breakthrough","Lunde","https://coverimages.verbacompete.com/no_image.jpg","9789891809503","144047"
"LUNDE","SCAND 155","Dr Glas (Intro Atwood)","Soderberg","https://coverimages.verbacompete.com/c6e9e281-1c9c-57f3-9071-07bf6d188332.jpg","9780385722674","144047"
"LUNDE","SCAND 155","Ibsen ","Ibsen","https://coverimages.verbacompete.com/faccde7f-3da5-5c24-ac69-0b1620f13eca.jpg","9780451530226","144047"
"LUNDE","SCAND 155","Lucie","Skram","https://coverimages.verbacompete.com/a68bd792-eb0f-57ed-962c-c4e75e7a1ff6.jpg","9781909408081","144047"
"LUNDE","SCAND 155","Miss Julie & Other Plays","Strindberg","https://coverimages.verbacompete.com/0b4dd45a-97cd-5b8d-b0b5-4250f18c7e81.jpg","9780199538041","144047"
"LUNDE","SCAND 155","Sex &The Mod Breakthrough ","Brantly","https://coverimages.verbacompete.com/no_image.jpg","9788123455952","144047"
"LUNDE","SCAND 155","Victoria (Trans Lyngstad)","Hamsun","https://coverimages.verbacompete.com/efaf037d-217d-5178-b299-52fa055ea4a4.jpg","9780143039372","144047"
"BALL","SCAND 40W","Edda (Tr Faulkes)","Sturluson","https://coverimages.verbacompete.com/ef122d32-368f-5e85-a711-44043387d4d6.jpg","9780460876162","144053"
"BALL","SCAND 40W","Kalevala","Lonnrot","https://coverimages.verbacompete.com/eeb96eb5-a67a-5e84-b36c-a3c087c37d47.jpg","9780674500105","144053"
"BALL","SCAND 40W","Poetic Edda","Larrington","https://coverimages.verbacompete.com/635a1c94-4537-526e-9082-43d06a89f462.jpg","9780199675340","144053"
"WEN","SCAND 50","Anecdotes Of Destiny & Ehrengard","Dinesen","https://coverimages.verbacompete.com/578da6e2-4180-51c5-b785-45b3d875b5b7.jpg","9780679743330","144058"
"WEN","SCAND 50","Dwarf","Lagerkvist","https://coverimages.verbacompete.com/8b4d1d89-66e0-5a0b-a9b4-21118b3bee19.jpg","9780374521356","144058"
"WEN","SCAND 50","Hunger","Hamsun","https://coverimages.verbacompete.com/1dfeefee-911b-5153-96e7-f3d6168d4eb5.jpg","9780141180649","144058"
"WEN","SCAND 50","Naive Super","Loe","https://coverimages.verbacompete.com/031c11ac-bba9-538f-9a5e-ee1379762654.jpg","9781841956725","144058"
"WEN","SCAND 50","Shadow & Other Tales (Ed Ingwersen) (Wits Ii #1)","Andersen","https://coverimages.verbacompete.com/no_image.jpg","9788918447834","144058"
"PANOFSKY","SOCGEN 105B","Who Is Black ?","Davis","https://coverimages.verbacompete.com/32a193f6-a785-5c36-9117-cc06ebe6779a.jpg","9780271021720","144069"
"KIM","SOCGEN 134","Omnivores Dilemma","Pollan","https://coverimages.verbacompete.com/b086db38-ac82-56fa-b465-f45deefbebca.jpg","9780143038580","144070"
"GREENFIELD","SOCGEN 188","Crs Human Biology And The Law","Greenfield","https://coverimages.verbacompete.com/no_image.jpg","9788891799340","144071"
"LANDECKER","SOCGEN 5","Island Of Dr Moreau","Wells","https://coverimages.verbacompete.com/e369f7cf-4eba-53fc-846a-48cbd8574c8c.jpg","9780141441023","144075"
"LYNCH ALFARO","SOCGEN M140","Introduction Behavioral Endocrinology","Nelson","https://coverimages.verbacompete.com/no_image.jpg","9781605353821","144077"
"RENSEL","SOCGEN M71A","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","144078"
"HOLLOWAY","SOCW 201A","Racism In The United States","Miller","https://coverimages.verbacompete.com/no_image.jpg","9781337051262","144081"
"JACKSON","SOCW 229A","Craft Of Research","Booth","https://coverimages.verbacompete.com/e1c8eb58-6345-5ff4-b6c7-42d4ce27f9be.jpg","9780226065663","144085"
"JACKSON","SOCW 229A","Crs The Craft Of Social Welfare","Jackson","https://coverimages.verbacompete.com/no_image.jpg","9789891809183","144085"
"JACKSON","SOCW 230A","Crs Theory & Methods Of Direct Social Work Practice","Jackson","https://coverimages.verbacompete.com/no_image.jpg","9788891794567","144086"
"JACKSON","SOCW 230A","Crs Theory & Methods Of Direct Social Work Practice","Jackson","https://coverimages.verbacompete.com/no_image.jpg","9788891794567","144087"
"JACKSON","SOCW 230A","Crs Theory & Methods Of Direct Social Work Practice","Jackson","https://coverimages.verbacompete.com/no_image.jpg","9788891794567","144088"
"JACKSON","SOCW 230A","Crs Theory & Methods Of Direct Social Work Practice","Jackson","https://coverimages.verbacompete.com/no_image.jpg","9788891794567","144089"
"TALLEY","SOCW 231A","Family Therapy ","Nichols","https://coverimages.verbacompete.com/8bf8bf84-8b63-52b6-8c5d-245bb102bd17.jpg","9780133826609","144090"
"THE STAFF","SOCW 231A","Family Therapy ","Nichols","https://coverimages.verbacompete.com/8bf8bf84-8b63-52b6-8c5d-245bb102bd17.jpg","9780133826609","144091"
"THE STAFF","SOCW 231A","Family Therapy ","Nichols","https://coverimages.verbacompete.com/8bf8bf84-8b63-52b6-8c5d-245bb102bd17.jpg","9780133826609","144092"
"HUR","SOCW 240A","Social Work Macro Practice","Netting","https://coverimages.verbacompete.com/9abacaf0-10dd-59b4-a1b1-176c31130ba9.jpg","9780133948523","144096"
"MURRAY","SOCW 240A","Social Work Macro Practice","Netting","https://coverimages.verbacompete.com/9abacaf0-10dd-59b4-a1b1-176c31130ba9.jpg","9780133948523","144097"
